"","fDate","datalogger","temp_min","temp_median","temp_mean","temp_max","hum_min","hum_median","hum_mean","hum_max","vpd_min","vpd_median","vpd_mean","vpd_max","transect","Community","site","time"
"84",2020-02-09,1,13.3,17.1,18.7479166666667,30.7,40.1,59.8,60.2364583333333,77.4,0.351044309602093,0.789325480662701,0.93751926065211,2.5904353688471,"t1","B shrubland","B shrubland / t1",50
"85",2020-02-10,1,12.3,19.45,21.7552083333333,37.6,30.6,61.25,58.7822916666667,84.2,0.226885805916069,0.861429566489069,1.46981559041738,4.48927170365879,"t1","B shrubland","B shrubland / t1",51
"86",2020-02-11,1,13.9,20.5,22.7333333333333,39.1,30.5,51.15,53.5697916666667,77.1,0.369845448544893,1.20259895075913,1.58772216854826,4.91084558985247,"t1","B shrubland","B shrubland / t1",52
"87",2020-02-12,1,9.6,15.6,17.2583333333333,29.4,27.5,47.9,53.8885416666667,87,0.172719686605804,0.919104285324626,1.05514978220053,2.96809489496787,"t1","B shrubland","B shrubland / t1",53
"88",2020-02-13,1,3.4,8.9,11.8583333333333,27.9,28.4,65.2,56.6739583333333,76.8,0.182439875609608,0.399754583558706,0.782057100514535,2.7018505336891,"t1","B shrubland","B shrubland / t1",54
"89",2020-02-14,1,5.3,8.9,10.5270833333333,19,47.5,62.55,63.05625,70.9,0.268526443102961,0.444958820058559,0.50001642958205,0.96826950328835,"t1","B shrubland","B shrubland / t1",55
"90",2020-02-15,1,7.8,11.85,14.053125,27.3,34.6,68.25,61.89375,75.5,0.265685031571106,0.45592879506299,0.721289139558167,2.38281331474715,"t1","B shrubland","B shrubland / t1",56
"91",2020-02-16,1,7.7,12.65,14.8875,29.8,29.2,60.95,56.4583333333333,74.5,0.291516804363876,0.574072581186732,0.918788630231667,2.9145786208561,"t1","B shrubland","B shrubland / t1",57
"92",2020-02-17,1,6.1,10.05,12.0229166666667,23.7,33.8,55.9,55.2177083333333,72.4,0.271096999636823,0.545463747775174,0.72929479886575,1.8670323106297,"t1","B shrubland","B shrubland / t1",58
"93",2020-02-18,1,5.7,9.75,13.415625,29.1,31.1,51.6,51.55,66.5,0.312400430546302,0.575691717974559,0.920727205033159,2.77550091743421,"t1","B shrubland","B shrubland / t1",59
"94",2020-02-19,1,5.5,12.45,14.2010416666667,31.2,21.9,54.4,48.36875,74.2,0.266744119652101,0.602885515008834,1.04235107895321,3.50058839512825,"t1","B shrubland","B shrubland / t1",60
"95",2020-02-20,1,2.6,12.6,14.075,30.7,21.7,39.75,42.375,72.3,0.215365027247737,0.868740914107567,1.1836331250703,3.40216426011254,"t1","B shrubland","B shrubland / t1",61
"96",2020-02-21,1,7.3,16.75,16.4822916666667,31,21.2,29.85,29.4729166666667,41.8,0.615079982812473,1.44880480954245,1.45157494874542,3.55568319266449,"t1","B shrubland","B shrubland / t1",62
"97",2020-02-22,1,7.9,15.75,17.5239583333333,32.7,21.9,35.75,37.1520833333333,53.7,0.498687282552336,1.17489937556103,1.45819507342802,3.88045349058716,"t1","B shrubland","B shrubland / t1",63
"98",2020-02-23,1,8.5,17.45,18.8614583333333,33.9,25.9,42.1,42.3322916666667,65.1,0.402256798575645,1.13756980504667,1.49948237722601,3.90604768574817,"t1","B shrubland","B shrubland / t1",64
"99",2020-02-24,1,6.2,12.7,12.1989583333333,22.1,34.2,49.8,51.946875,67.7,0.331670842150966,0.77078646589979,0.752741834627177,1.75703871335747,"t1","B shrubland","B shrubland / t1",65
"100",2020-02-25,1,7.6,11.1,14.3020833333333,29.7,29,53.8,51.3041666666667,68.8,0.335752966677808,0.615520427072111,0.937057806226673,2.97378414925823,"t1","B shrubland","B shrubland / t1",66
"101",2020-02-26,1,5.6,13.65,15.0885416666667,27.7,35.8,59.65,59.7416666666667,87.6,0.114044115954035,0.623421496261395,0.901460181529374,2.38329631364366,"t1","B shrubland","B shrubland / t1",67
"102",2020-02-27,1,9.1,18.55,18.9416666666667,36,25.5,47.75,46.5947916666667,72.2,0.331398064375766,1.11969469963531,1.36258565024728,4.44764446234885,"t1","B shrubland","B shrubland / t1",68
"103",2020-02-28,1,9.4,17.55,18.215625,31.5,30.7,48.75,50.971875,75.9,0.288917754324378,0.99520879205451,1.24343900177416,3.15228228918837,"t1","B shrubland","B shrubland / t1",69
"104",2020-02-29,1,10,18.4,20.1322916666667,36.1,24.8,41.15,45.075,71.7,0.348867513613131,1.24687008940667,1.62710521837276,4.51417522463793,"t1","B shrubland","B shrubland / t1",70
"105",2020-03-01,1,11.1,20.05,21.8333333333333,36.2,26,32.5,35.596875,54.9,0.598272197338101,1.59149115062765,1.91852521371304,4.44245918325564,"t1","B shrubland","B shrubland / t1",71
"106",2020-03-02,1,10.3,20.75,20.9302083333333,33.6,27.4,42.1,44.7958333333333,66.3,0.423855202525868,1.46106488656167,1.60963067169726,3.77317245048787,"t1","B shrubland","B shrubland / t1",72
"107",2020-03-03,1,9.1,19.9,19.7864583333333,32.6,24.8,38.2,42.203125,64.6,0.413102748437745,1.45553700973778,1.57029534172352,3.57703795351494,"t1","B shrubland","B shrubland / t1",73
"108",2020-03-04,1,9.6,17.6,17.7677083333333,26.7,28.7,42.8,40.8229166666667,57.7,0.521452149322807,1.20020174014486,1.32188785086754,2.37416943486524,"t1","B shrubland","B shrubland / t1",74
"109",2020-03-05,1,9.9,16.9,18.1145833333333,30.4,32.7,44.35,49.0864583333333,71.4,0.362120854214285,1.06916825405019,1.24110027957354,2.91697469351735,"t1","B shrubland","B shrubland / t1",75
"110",2020-03-06,1,10.5,18.45,19.1677083333333,31,22.6,48.2,50.5958333333333,76.2,0.326305991139474,1.10078074553928,1.3038086492965,2.83531704688692,"t1","B shrubland","B shrubland / t1",76
"111",2020-03-07,1,6.3,14.9,14.503125,26.3,25.5,47.7,47.7916666666667,62.8,0.384190285223321,0.797047406987646,0.949617038410598,2.55244085406569,"t1","B shrubland","B shrubland / t1",77
"112",2020-03-08,1,4,8.85,10.934375,21.6,33.4,61.7,58.1489583333333,79.1,0.181818111184828,0.433239227394692,0.655979902867805,1.72492948030926,"t1","B shrubland","B shrubland / t1",78
"113",2020-03-09,1,4.3,13.2,14.8666666666667,26.3,27.7,45.5,47.3239583333333,75.5,0.211885328152778,0.820452962128635,1.07823085453172,2.30351703210521,"t1","B shrubland","B shrubland / t1",79
"114",2020-03-10,1,6.3,14.65,16.103125,27.8,30.4,44.85,45.665625,64.2,0.355222075143924,0.966593582685381,1.15679022248497,2.5510712981797,"t1","B shrubland","B shrubland / t1",80
"115",2020-03-11,1,9.7,15.35,16.2447916666667,26.7,36.6,52.6,59.1364583333333,89,0.137145947254872,0.898443330739209,0.867374898127607,2.14474862474305,"t1","B shrubland","B shrubland / t1",81
"116",2020-03-12,1,8.3,12,15.6625,30.7,34.7,58.55,57.7239583333333,82.9,0.195767957833222,0.580452879177248,0.936280029789587,2.89649708194718,"t1","B shrubland","B shrubland / t1",82
"117",2020-03-13,1,7.6,12.15,12.903125,26,44,71.3,70.4197916666667,89.4,0.132247877710055,0.387424626806214,0.493192259275314,1.88996588040477,"t1","B shrubland","B shrubland / t1",83
"118",2020-03-14,1,4,5.9,10.0635416666667,21.6,33.7,71.55,62.4375,81,0.155194186949295,0.268486059806223,0.579796928153139,1.66794982780655,"t1","B shrubland","B shrubland / t1",84
"119",2020-03-15,1,3.6,11.05,12.4583333333333,24.5,41.1,60.1,62.5541666666667,84.8,0.120708200870325,0.559311589109369,0.669255342052319,1.81809038686165,"t1","B shrubland","B shrubland / t1",85
"120",2020-03-16,1,6.3,13.6,14.2333333333333,25.3,40,56.2,59.603125,80.6,0.19844456371978,0.678158642997312,0.782402535705505,1.94258867102469,"t1","B shrubland","B shrubland / t1",86
"121",2020-03-17,1,7.2,11.25,14.33125,26.9,38.7,61.9,60.2958333333333,84.2,0.165602092263156,0.505718170569799,0.765633786046069,2.15314051766947,"t1","B shrubland","B shrubland / t1",87
"122",2020-03-18,1,5.3,13,14.0229166666667,27.1,33.2,56.85,58.1354166666667,83.9,0.145022481723125,0.667359933443229,0.810361925622223,2.15697573736132,"t1","B shrubland","B shrubland / t1",88
