"","fuel_type","fuel_type_num","transect","Community","site","site_num","fuel_site","fuel_site_num","datalogger","point_id","date","time","moisture"
"536","Laura","2","t2","U forest","U forest / t2","5","Laura / U forest / t2","15",8,NA,2020-03-15,85,137.142857142857
"626","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-11-21,-30,144.615384615385
"627","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-11-21,-30,133.12101910828
"628","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-11-21,-30,132.046332046332
"629","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-11-21,-30,117.872340425532
"630","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-11-21,-30,134.558823529412
"631","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-06,-15,122.727272727273
"632","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-06,-15,130.434782608696
"633","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-06,-15,126.315789473684
"634","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-06,-15,124.832214765101
"635","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-06,-15,129.70297029703
"636","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-22,1,97.4025974025974
"637","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-22,1,118.888888888889
"638","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-22,1,120
"639","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-22,1,122.435897435897
"640","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2019-12-22,1,116.129032258064
"641","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-04,14,147.777777777778
"642","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-04,14,151.515151515152
"643","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-04,14,154.225352112676
"644","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-04,14,135.483870967742
"645","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-04,14,170.3125
"646","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-16,26,115.740740740741
"647","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-16,26,161.111111111111
"648","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-16,26,129.268292682927
"649","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-16,26,138.59649122807
"650","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-16,26,143.023255813954
"651","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-30,40,126.229508196721
"652","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-30,40,133.823529411765
"653","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-30,40,125.287356321839
"654","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-30,40,115.508021390374
"655","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-01-30,40,133.333333333333
"656","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-19,60,117.924528301887
"657","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-19,60,132.110091743119
"658","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-19,60,137.5
"659","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-19,60,132.380952380952
"660","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-19,60,119.642857142857
"661","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-27,68,106.735751295337
"662","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-27,68,125.161290322581
"663","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-27,68,127.631578947368
"664","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-27,68,124.576271186441
"665","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-02-27,68,128.735632183908
"666","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-03-15,85,104.191616766467
"667","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-03-15,85,132.191780821918
"668","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-03-15,85,120.212765957447
"669","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-03-15,85,114.179104477612
"670","Laura","2","t2","B forest +reg","B forest +reg / t2","6","Laura / B forest +reg / t2","16",7,NA,2020-03-15,85,126.428571428571
"761","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-11-21,-30,107.575757575758
"762","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-11-21,-30,130.25641025641
"763","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-11-21,-30,122.184300341297
"764","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-11-21,-30,115.140845070423
"765","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-11-21,-30,116.216216216216
"766","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-06,-15,91.2280701754386
"767","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-06,-15,104.761904761905
"768","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-06,-15,115.88785046729
"769","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-06,-15,112.612612612613
"770","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-06,-15,104.040404040404
"771","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-22,1,117.073170731707
"772","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-22,1,96.7391304347826
"773","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-22,1,118.518518518519
"774","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-22,1,98.2142857142857
"775","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2019-12-22,1,101.26582278481
"776","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-04,14,110.10101010101
"777","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-04,14,117
"778","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-04,14,141.25
"779","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-04,14,119.090909090909
"780","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-04,14,115.254237288136
"781","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-16,26,111.214953271028
"782","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-16,26,107.8125
"783","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-16,26,106.95652173913
"784","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-16,26,107.142857142857
"785","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-16,26,116.470588235294
"786","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-30,40,101.298701298701
"787","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-30,40,94.4954128440367
"788","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-30,40,97.9591836734694
"789","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-01-30,40,100.877192982456
"790","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-19,60,117.777777777778
"791","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-19,60,105.51724137931
"792","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-19,60,98.4848484848485
"793","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-19,60,113.829787234043
"794","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-19,60,103.378378378378
"795","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-27,68,100.746268656716
"796","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-27,68,101.290322580645
"797","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-27,68,100.990099009901
"798","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-27,68,90.2777777777778
"799","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-02-27,68,104.166666666667
"800","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-03-15,85,107.575757575758
"801","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-03-15,85,108.724832214765
"802","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-03-15,85,106.201550387597
"803","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-03-15,85,96.9230769230769
"804","Laura","2","t2","B forest -reg","B forest -reg / t2","7","Laura / B forest -reg / t2","17",6,NA,2020-03-15,85,105.045871559633
"850","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-11-21,-30,127.544910179641
"851","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-11-21,-30,127.956989247312
"852","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-11-21,-30,103.921568627451
"853","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-11-21,-30,107.692307692308
"854","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-11-21,-30,111.818181818182
"855","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-06,-15,107.38255033557
"856","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-06,-15,106.875
"857","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-06,-15,113.28125
"858","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-06,-15,115.238095238095
"859","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-06,-15,99.1452991452992
"860","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-22,1,110.091743119266
"861","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-22,1,116.455696202532
"862","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-22,1,98.2142857142857
"863","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-22,1,98.7878787878788
"864","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2019-12-22,1,130.769230769231
"865","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-04,14,130.30303030303
"866","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-04,14,119.117647058824
"867","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-04,14,110.429447852761
"868","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-04,14,113.300492610837
"869","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-04,14,99.4535519125683
"870","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-16,26,103.488372093023
"871","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-16,26,101.408450704225
"872","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-16,26,107.575757575758
"873","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-16,26,119.565217391304
"874","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-16,26,116.923076923077
"875","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-30,40,103.676470588235
"876","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-30,40,89.9328859060403
"877","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-30,40,109.473684210526
"878","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-30,40,97.3451327433629
"879","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-01-30,40,98.6111111111111
"880","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-19,60,106.122448979592
"881","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-19,60,102.112676056338
"882","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-19,60,106.756756756757
"883","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-19,60,105.645161290323
"884","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-19,60,112
"885","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-27,68,109.411764705882
"886","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-27,68,96.5714285714286
"887","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-27,68,90.7407407407407
"888","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-27,68,99.2125984251968
"889","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-02-27,68,107.936507936508
"890","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-03-15,85,104.519774011299
"891","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-03-15,85,96.8992248062015
"892","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-03-15,85,108.391608391608
"893","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-03-15,85,98.4962406015038
"894","Laura","2","t2","B shrubland","B shrubland / t2","8","Laura / B shrubland / t2","18",5,NA,2020-03-15,85,90.9090909090909
"537","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-11-21,-30,159.036144578313
"538","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-11-21,-30,140.776699029126
"539","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-11-21,-30,139.622641509434
"540","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-11-21,-30,138.211382113821
"541","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-11-21,-30,144.827586206897
"542","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-06,-15,127.272727272727
"543","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-06,-15,120.779220779221
"544","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-06,-15,128
"545","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-06,-15,133.928571428571
"546","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-06,-15,116.981132075472
"547","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-22,1,132.142857142857
"548","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-22,1,118.367346938776
"549","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-22,1,111.392405063291
"550","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-22,1,125.925925925926
"551","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2019-12-22,1,123.809523809524
"552","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-04,14,143.75
"553","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-04,14,147.058823529412
"554","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-04,14,135.576923076923
"555","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-04,14,156.666666666667
"556","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-04,14,148.387096774194
"557","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-16,26,138.888888888889
"558","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-16,26,136.923076923077
"559","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-16,26,153.658536585366
"560","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-16,26,133.962264150943
"561","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-16,26,141.379310344828
"562","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-30,40,120.408163265306
"563","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-30,40,120.89552238806
"564","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-30,40,118.811881188119
"565","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-30,40,130.645161290323
"566","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-01-30,40,131.147540983607
"567","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-19,60,135.211267605634
"568","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-19,60,130
"569","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-19,60,129.67032967033
"570","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-19,60,137.333333333333
"571","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-19,60,122.972972972973
"572","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-27,68,123.584905660377
"573","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-27,68,116.814159292035
"574","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-27,68,121.052631578947
"575","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-27,68,116.981132075472
"576","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-02-27,68,128.571428571429
"577","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-03-15,85,118.072289156627
"578","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-03-15,85,131.683168316832
"579","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-03-15,85,122.077922077922
"580","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-03-15,85,112.71186440678
"581","Laura","2","t3","U forest","U forest / t3","9","Laura / U forest / t3","19",10,NA,2020-03-15,85,125.242718446602
"671","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-11-21,-30,114.657980456026
"672","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-11-21,-30,131.879194630872
"673","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-11-21,-30,122.775800711744
"674","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-11-21,-30,127.551020408163
"675","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-11-21,-30,111.764705882353
"676","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-06,-15,115.447154471545
"677","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-06,-15,114.184397163121
"678","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-06,-15,113.761467889908
"679","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-06,-15,130.985915492958
"680","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-06,-15,136.448598130841
"681","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-22,1,132.258064516129
"682","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-22,1,113.207547169811
"683","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-22,1,121.12676056338
"684","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-22,1,120.987654320988
"685","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2019-12-22,1,105.714285714286
"686","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-04,14,137.5
"687","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-04,14,142.222222222222
"688","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-04,14,126.530612244898
"689","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-04,14,129.761904761905
"690","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-04,14,133.125
"691","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-16,26,126.086956521739
"692","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-16,26,120.338983050847
"693","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-16,26,139.024390243902
"694","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-16,26,117.073170731707
"695","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-16,26,132.394366197183
"696","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-30,40,126.490066225166
"697","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-30,40,110.9375
"698","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-30,40,124.074074074074
"699","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-30,40,127.480916030534
"700","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-01-30,40,142.635658914729
"701","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-02-19,60,130.909090909091
"702","Laura","2","t3","B forest +reg","B forest +reg / t3","10","Laura / B forest +reg / t3","20",9,NA,2020-02-19,60,120.952380952381
